time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.53275,-0.137,-0.3128,-0.6075,0.697
2.5429950000000003,-0.1299,-0.3028,-0.587,0.673
2.5531880000000005,-0.1215,-0.286,-0.5545,0.636
2.5658580000000004,-0.1074,-0.2547,-0.4976,0.569
2.573747,-0.0923,-0.221,-0.4371,0.498
2.5827540000000004,-0.0759,-0.1818,-0.3675,0.417
2.595294,-0.0615,-0.1465,-0.3034,0.343
2.603376,-0.0512,-0.12,-0.255,0.286
2.6145630000000004,-0.0442,-0.1009,-0.2205,0.246
2.6248240000000003,-0.0378,-0.0836,-0.1879,0.209
2.6344130000000003,-0.0298,-0.0639,-0.1471,0.163
2.645619,-0.0279,-0.0581,-0.1361,0.151
2.6542250000000003,-0.0291,-0.0591,-0.1394,0.154
2.664701,-0.0299,-0.0595,-0.141,0.156
2.6750800000000003,-0.0287,-0.057,-0.1347,0.149
2.6847630000000002,-0.0268,-0.0535,-0.126,0.139
2.699255,-0.0249,-0.0499,-0.1171,0.13
2.7054869999999998,-0.0218,-0.0442,-0.1035,0.115
2.715146,-0.0195,-0.04,-0.0936,0.104
2.7257990000000003,-0.0169,-0.0351,-0.0819,0.091
2.7354469999999997,-0.0141,-0.0299,-0.0694,0.077
2.745437,-0.0097,-0.0211,-0.0485,0.054
2.7564400000000004,-0.0083,-0.019,-0.0429,0.048
2.765935,-0.0094,-0.0224,-0.0497,0.055
2.775346,-0.013,-0.0329,-0.0711,0.079
2.78667,-0.0169,-0.0464,-0.0968,0.109
2.7963700000000005,-0.0168,-0.05,-0.1009,0.114
2.8067900000000003,-0.0125,-0.0403,-0.0789,0.089
2.816528,-0.0051,-0.0181,-0.0345,0.039
2.8269590000000004,-0.0006,-0.0022,-0.0041,0.005
2.836448,0.0011,0.0046,0.0083,0.01
2.846934,0.0034,0.0149,0.0262,0.03
2.8570469999999997,0.0054,0.0255,0.0441,0.051
2.867082,0.0084,0.0417,0.0712,0.083
2.8776650000000004,0.0103,0.0534,0.0901,0.105
2.8877690000000005,0.0112,0.0609,0.1018,0.119
2.897792,0.0108,0.0618,0.1022,0.12
2.907757,0.0097,0.0587,0.0957,0.113
2.91822,0.0096,0.0618,0.0993,0.117
2.927421,0.0099,0.0695,0.1092,0.13
2.9388319999999997,0.0099,0.0767,0.1178,0.141
2.948011,0.0092,0.078,0.1171,0.141
2.959065,0.0088,0.0833,0.1224,0.148
2.968654,0.0085,0.0896,0.1296,0.158
2.9790020000000004,0.0079,0.0935,0.1342,0.164
2.98895,0.0072,0.0938,0.1346,0.164
2.9982509999999998,0.0058,0.0854,0.123,0.15
3.00983,0.0047,0.0782,0.114,0.138
3.01875,0.0045,0.0831,0.1241,0.149
3.029262,0.005,0.1017,0.1569,0.187
3.04028,0.0048,0.1106,0.1768,0.209
3.0498979999999998,0.0036,0.0908,0.1495,0.175
3.059273,0.0021,0.0563,0.0952,0.111
3.06994,-0.0001,-0.0033,-0.0057,0.007
3.079403,-0.002,-0.0631,-0.1103,0.127
3.090305,-0.0036,-0.1231,-0.2187,0.251
3.100244,-0.004,-0.1734,-0.3134,0.358
3.109973,-0.0041,-0.2333,-0.4284,0.488
3.1207710000000004,-0.0033,-0.2796,-0.5269,0.597
3.130275,-0.0035,-0.3358,-0.6538,0.735
3.140569,-0.0032,-0.3737,-0.7562,0.844
3.1504399999999997,-0.0022,-0.4031,-0.8521,0.943
3.160628,-0.0008,-0.3969,-0.8864,0.971
3.1711160000000005,0.0013,-0.3842,-0.9012,0.98
3.1811490000000004,0.004,-0.3866,-0.9397,1.016
3.191528,0.0073,-0.3723,-0.937,1.008
3.2019599999999997,0.0095,-0.3479,-0.9046,0.969
3.2112119999999997,0.011,-0.3364,-0.8953,0.956
3.221583,0.0129,-0.3443,-0.928,0.99
3.2318680000000004,0.0142,-0.3666,-0.9953,1.061
3.242128,0.0151,-0.3848,-1.0518,1.12
3.252369,0.0148,-0.3871,-1.0675,1.136
3.262008,0.0148,-0.3765,-1.0481,1.114
3.2721720000000003,0.0137,-0.3484,-0.9826,1.043
3.2820460000000002,0.0122,-0.3157,-0.9011,0.955
3.293113,0.0099,-0.2795,-0.8061,0.853
3.3023309999999997,0.007,-0.2434,-0.7078,0.749
3.31255,0.0039,-0.196,-0.5751,0.608
3.323142,0.0016,-0.1614,-0.4752,0.502
3.3325320000000005,-0.0004,-0.1201,-0.3557,0.375
3.3429010000000003,-0.0018,-0.0904,-0.2694,0.284
3.3541160000000003,-0.0022,-0.0628,-0.188,0.198
3.3644430000000005,-0.003,-0.0554,-0.1656,0.175
3.3742590000000003,-0.0035,-0.0474,-0.1416,0.149
3.384041,-0.002,-0.0218,-0.0657,0.069
3.3939120000000003,-0.0009,-0.008,-0.0241,0.025
3.4037740000000003,-0.0006,-0.0041,-0.0123,0.013
3.4139299999999997,0.0001,0.0008,0.0025,0.003
3.4242160000000004,0.001,0.0061,0.0179,0.019
3.434216,0.0019,0.0108,0.0315,0.033
3.4441040000000003,0.003,0.016,0.0458,0.049
3.4547420000000004,0.004,0.0209,0.0584,0.062
3.4651959999999997,0.005,0.0249,0.068,0.073
3.47553,0.006,0.0295,0.0789,0.084
